ID,Nom du producteur,Pays,Continent,Région / Ville,Type de producteur,Produits principaux,Bio,Équitable,Certification,Site internet,Email,Téléphone,WhatsApp,LinkedIn,Instagram,Facebook,Contact / Responsable,Adresse,Source,Notes
ETH-00458,COOPERATIVA DE CAFICULTORES DE OCCIDENTE DE NARIÑO LTDA. (CAFÉOCCIDENTE LTDA),Colombie,Amérique latine & Caraïbes,"Pasto, Nariño",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,pachojvq7@hotmail.com,+57 572 7315813,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Robert Iván Barco Cajigas,Carrera 32 A # 18 – 105 Barrio Maridiaz,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,"Autres emails : secretaria.cafeoccidente@gmail.com, robercafi@gmail.com"
ETH-00459,COOPERATIVA DE CAFICULTORES DE RIONEGRO LTDA (COOPERIONEGRO LTDA),Colombie,Amérique latine & Caraïbes,"La Palma, Cudinamarca",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 571 8549077,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Jorge Eliécer Norato Jiménez,Carrera 3 # 3-39,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00460,COOPERATIVA DE CAFICULTORES DE SALGAR LTDA. (COOCAFISA),Colombie,Amérique latine & Caraïbes,"Salgar, Antioquia",Coopérative de caficulteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,coocafisa@coocafisa.com,+57 574 8442029,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Hernando de Jesus Restrepo Piedrahita,Calle 30 # 28 – 69,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,Autres emails : alexander.henao@coocafisa.com | FLO-ID 30170 — statut certification : Certified — organisme : FLOCERT
ETH-00461,COOPERATIVA DE CAFICULTORES DE SAN VICENTE DE CHUCURÍ LTDA. (COOPERACAFÉ),Colombie,Amérique latine & Caraïbes,"San Vicente de Chucurí, Santander",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 577 6254028,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Carrera 9 # 9-41,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00462,COOPERATIVA DE CAFICULTORES DE SANTA ROSA DE CABAL LTDA. (CAFICULTORES SANTA ROSA),Colombie,Amérique latine & Caraïbes,"Santa Rosa de Cabal, Risaralda",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,contabilidad.caficultores@gmail.com,+57 576 3644411,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Juan Carlos Salazar Bedoya,Calle 14 # 11-80,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00463,COOPERATIVA DE CAFICULTORES DE SEVILLA LTDA (CAFISEVILLA),Colombie,Amérique latine & Caraïbes,"Sevilla, Valle de Cauca",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,coordinadorcafisevilla@hotmail.com,+57 572 2196607,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Humberto Potes Mora,Calle 49 # 47 57,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00464,COOPERATIVA DE CAFICULTORES DE TAMARA LTDA.,Colombie,Amérique latine & Caraïbes,"Támara, Casanare",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,caficultorestamara@gmail.com,+57 578 6361045,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Johnny Harold Gómez Pinzón,Calle 5 # 3 – 52,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Autres emails : ovalleduarte@gmail.com
ETH-00465,COOPERATIVA DE CAFICULTORES DE TEQUENDAMA CAMBAO LTDA. (CAFITEC LTDA.),Colombie,Amérique latine & Caraïbes,"San Juan De Río Seco, Cudinamarca",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 571 8465066,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Félix Gregorio Rojas Bohórquez,Calle 4 # 2-05,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00466,COOPERATIVA DE CAFICULTORES DEL ALTO OCCIDENTE DE CALDAS,Colombie,Amérique latine & Caraïbes,"Riosucio, Caldas",Coopérative de caficulteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation ; Trader,Non trouvé,contabilidad@coopaltoccidente.com,+57 576 8592108,Non trouvé,Non trouvé,Non trouvé,Non trouvé,César Julio Diaz Lasso,Carrera 8 # 10 – 20,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,Autres emails : secretaria@coopaltoccidente.com | FLO-ID 20739 — statut certification : Certified — organisme : FLOCERT
ETH-00467,COOPERATIVA DE CAFICULTORES DEL CAQUETÁ (COOCAFICA),Colombie,Amérique latine & Caraïbes,"Florencia, Caquetá",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,coocafica@yaho.es,+57 578 4362312,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Carlos Mario Charry Rodríguez,Calle 15 # 17-01 Barrio La Vega,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00468,COOPERATIVA DE CAFICULTORES DEL CATATUMBO LTDA. (COOPERACAFÉ),Colombie,Amérique latine & Caraïbes,"Ocaña, Norte de Santander",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,info@cooperacafe.com,+57 577 5611144,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Teresa Ascanio Gutiérrez,Calle 7 # 28 – 27,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00469,COOPERATIVA DE CAFICULTORES DEL CAUCA LIMITADA (CAFICAUCA),Colombie,Amérique latine & Caraïbes,"Popayán, Cauca",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,caficauca@gmail.com,+57 572 8249877,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Édgar Francisco Meneses Muñoz,Carrera 93 # 68N – 04,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Autres emails : caficauca@caficauca.com
ETH-00470,COOPERATIVA DE CAFICULTORES DEL CENTRO DEL VALLE (CAFICENTRO),Colombie,Amérique latine & Caraïbes,"Tuluá, Valle de Cauca",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,contador@caficentro.com,+57 572 2244946,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Cesar Augusto Medina Rincón,CR 39A Transv 10-70,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00471,COOPERATIVA DE CAFICULTORES DEL LÍBANO (CAFÉLÍBANO),Colombie,Amérique latine & Caraïbes,"Líbano, Tolima",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,cafiliba@gmail.com,+57 578 2564406,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Ferdinando Palacio Jiménez,Avenida Los Fundadores Carrera 6 Esquina,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00472,COOPERATIVA DE CAFICULTORES DEL META (COOPERACAFÉ META),Colombie,Amérique latine & Caraïbes,"Villavicencio, Meta",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,caimeta@yahoo.es,+57 578 6628489,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Ricardo Aníbal Piamba Muñoz,Calle 38 # 31 58,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00473,COOPERATIVA DE CAFICULTORES DEL NORTE DE CALDAS,Colombie,Amérique latine & Caraïbes,"Salamina, Caldas",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,secretaria@cooperativanortecaldas.com,+57 576 8595251,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Absalón Rincón Garcia,Calle 8 # 6 – 29 Barrio Centro,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Autres emails : contabilidad@cooperativanortecaldas.com
ETH-00474,COOPERATIVA DE CAFICULTORES DEL NORTE DE COLOMBIA (COOPCAFINORTE),Colombie,Amérique latine & Caraïbes,"Ciénaga, Magdalena",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,coopcafinorte@gmail.com,+57 575 3604767,Non trouvé,Non trouvé,Non trouvé,Non trouvé,José Pablo Quintero Blanco,Calle 1 # 3-67,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00475,COOPERATIVA DE CAFICULTORES DEL NORTE DE NARIÑO LTDA. (CAFÉNORTE),Colombie,Amérique latine & Caraïbes,"La Unión, Nariño",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,eltoho@gmail.com,+57 572 7265157,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Eliécer Torres Hoyos,Carrera 1 # 19 72,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00476,COOPERATIVA DE CAFICULTORES DEL NORTE DEL CAUCA LTDA (CAFINORTE),Colombie,Amérique latine & Caraïbes,"Santander de Quilichao, Cauca",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,cafinorte1@yahoo.es,+57 3136573157,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Héctor Velasco Guzmán,Carrera 13 # 6-37 Vía Panamericana,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Autres emails : cooperativacafinorte@gmail.com
ETH-00477,COOPERATIVA DE CAFICULTORES DEL NORTE DEL TOLIMA LTDA (CAFINORTE LTDA),Colombie,Amérique latine & Caraïbes,"Fresno, Tolima",Coopérative de caficulteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,cafinorteltda@gmail.com,+57 578 2581343,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Carlos Arturo Dávila Velásquez,Carrera 8 # 4 26,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html ; Annuaire des associations de producteurs de café de Colombie — https://climaycafe.com/asociaciones/,FLO-ID 21114 — statut certification : Certified — organisme : FLOCERT
ETH-00478,COOPERATIVA DE CAFICULTORES DEL NORTE Y NORDESTE DE ANTIOQUIA LTDA (COOPENOR),Colombie,Amérique latine & Caraïbes,"Medellín, Antioquia",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,coopenor@epm.net.co,+57 574 2324611,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Guillermo Duque Yepes,Carrera 57 # 41 146,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00479,COOPERATIVA DE CAFICULTORES DEL OCCIDENTE DE ANTIOQUIA (COOPEOCCIDENTE),Colombie,Amérique latine & Caraïbes,"Medellín, Antioquia",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,coopeoccidente@une.net.co,+57 574 4443075,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Jorge Alberto Giraldo Garcia,Carrera 50 # 50 – 14 Edificio Banco Popular Piso 20,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Autres emails : jorge.giraldo@coopeoccidente.com.co
ETH-00480,COOPERATIVA DE CAFICULTORES DEL OCCIDENTE DEL HUILA LIMITADA (COOCCIDENTE LTDA),Colombie,Amérique latine & Caraïbes,"La Plata, Huila",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 578 8372058,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Saul Sanmiguel Ortiz,Carrera 4 # 4-48 Piso 4 Edificio El Café,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00481,COOPERATIVA DE CAFICULTORES DEL OCCIDENTE DEL VALLE DEL CAUCA (CAFIOCCIDENTE),Colombie,Amérique latine & Caraïbes,"Restrepo, Valle de Cauca",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,cafioccidente@cafioccidente.com,+57 572 2522756,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Carrera 10 # 9 – 17 Barrio Centro,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Autres emails : secretariagerencia@cafioccidente.com
ETH-00482,COOPERATIVA DE CAFICULTORES DEL ORIENTE DE ANTIOQUIA (COORIENTE),Colombie,Amérique latine & Caraïbes,"Medellín, Antioquia",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 574 2505286,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Carrera 77 # 34 – 41 Laureles,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00483,COOPERATIVA DE CAFICULTORES DEL ORIENTE DEL TOLIMA LTDA. (COOPCAFIORIENTE),Colombie,Amérique latine & Caraïbes,"Villarrica, Tolima",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 578 2982475,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Hennry Chavarro Ramírez,Carrera 2 Calle 3 Esquina Parque Principal,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00484,COOPERATIVA DE CAFICULTORES DEL QUINDÍO LTDA,Colombie,Amérique latine & Caraïbes,"Ocaña, Norte de Santander",Coopérative de caficulteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,gerenciaccq@telesat.com.co,+57 576 7475769,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Faber Buitrago Patiño,Carrera 18 # 50-154,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 36059 — statut certification : Certified — organisme : FLOCERT
ETH-00485,COOPERATIVA DE CAFICULTORES DEL SUMAPAZ (CAFESUM),Colombie,Amérique latine & Caraïbes,"Fusagasugá, Cudinamarca",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 571 8672687,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Félix Gregorio Rojas Bohórquez,Carrera 5A # 11-29,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00486,COOPERATIVA DE CAFICULTORES DEL SUR DE SANTANDER LTDA,Colombie,Amérique latine & Caraïbes,"San Gil, Santander",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,coopecafesan@yahoo.es,+57 577 7242556,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Álvaro Francisco Cancino Gutiérrez,COOPECAFÉ Carrera 12 # 9-44,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00487,COOPERATIVA DE CAFICULTORES DEL SUR DEL HUILA LTDA (CAFISUR),Colombie,Amérique latine & Caraïbes,"Pitalito, Huila",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,cafisur@col1.telecom.com.co,+57 578 8360980,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Enrique Medina,Edificio del Café Piso 4,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00488,COOPERATIVA DE CAFICULTORES DEL SUR DEL TOLIMA LTDA (CAFISUR),Colombie,Amérique latine & Caraïbes,"Chaparral, Tolima",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,cafisur.ltda@gmail.com,+57 578 2460066,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Luis Ernesto Vaquiro Olaya,Calle 8 # 9 – 18,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Autres emails : operaciones.cafe@cafisurtolima.com
ETH-00489,COOPERATIVA DE CAFICULTORES DEL SUR DEL VALLE LTDA (CAFISUR),Colombie,Amérique latine & Caraïbes,"Jamundí, Valle de Cauca",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 572 5530905,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Calle 13 # 11-07,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00490,COOPERATIVA DE CAFICULTORES DEL SUROESTE DE ANTIOQUIA (COOPESUR),Colombie,Amérique latine & Caraïbes,"Betulia, Antioquia",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,cooperativacoopesur@hotmail.com,+57 574 8436703,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Eduard Esteban Piedrahita Bedoya,Calle 21 # 23 – 11 Local 3,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Autres emails : general@cooperativacoopesur.com
ETH-00491,COOPERATIVA DE CAFICULTORES DEL TEQUENDAMA LTDA. (COOCATEM),Colombie,Amérique latine & Caraïbes,"Viotá, Cudinamarca",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 571 8349038,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Félix Gregorio Rojas Bohórquez,Carrera 2 # 6-10,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00492,COOPERATIVA DE CAFICULTORES DEL TOLIMA LTDA. (COOPCAFITOLIMA LTDA.),Colombie,Amérique latine & Caraïbes,"Ibagué, Tolima",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,info@cafitolima.com,+57 578 2641322,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Edgar Fernando Ortiz Rudas,Carrera 4A BIS # 34 50 Barrio Cádiz,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/ ; Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00493,COOPERATIVA DE CAFICULTORES GRANO DE ORO DE COLOMBIA,Colombie,Amérique latine & Caraïbes,"Ortega, Tolima",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,Non trouvé,+57 3208540011,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Calle 5 # 15 – 83,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00494,COOPERATIVA DE CAFICULTURES DEL MAGDALENA LTDA. (CAFIMAG),Colombie,Amérique latine & Caraïbes,"Santa Marta, Magdalena",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,cafimag@telecom.com.co,+57 575 4331688,Non trouvé,Non trouvé,Non trouvé,Non trouvé,José Santander Cantillo Oropeza,Carrera 32 A # 13 B-50,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
ETH-00495,COOPERATIVA DE CAFÉ LA ESTRELLA (COESTRELLA),Colombie,Amérique latine & Caraïbes,"Tuluá, Valle de Cauca",Coopérative de caficulteurs,Café,À vérifier,À vérifier,Non trouvé,Non trouvé,coestrella12@yahoo.com,+57 572 2249327,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Claudia Milena Arévalo Angulo,Calle 27 # 30 – 94 Oficina 209,Annuaire des coopératives cafetières de Colombie — https://climaycafe.com/cooperativas/,Non trouvé
